condition_id,agent_type,agent_label,task_id,task_type,server,execution_mode,server_load_level,servers,repetition,model_id,temperature,success,error,input_tokens,output_tokens,total_tokens,total_latency_ms,tool_call_count,tool_call_success_count,tool_call_success_rate,tool_selection_correctness,task_success,task_grade,response_length,trace_event_count,completed_at
A3_T3-MCP-3_minimal_r1,multi_agent_mcp,A3,T3-MCP-3,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17755,304,18059,8364.865200001077,2,2,1.0,1.0,True,1.0,153,10,2026-03-20T20:13:05.309508+00:00
A3_T3-MCP-3_moderate_r1,multi_agent_mcp,A3,T3-MCP-3,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18063,291,18354,9301.076800002193,2,2,1.0,1.0,True,1.0,134,10,2026-03-20T20:13:22.843452+00:00
A3_T3-MCP-3_maximal_r1,multi_agent_mcp,A3,T3-MCP-3,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18505,289,18794,8576.225399996474,2,2,1.0,1.0,True,1.0,134,10,2026-03-20T20:13:44.645762+00:00
A1_T3-MCP-4_minimal_r1,mcp,A1,T3-MCP-4,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,16643,102,16745,5182.969500001491,1,1,1.0,1.0,True,1.0,54,4,2026-03-20T20:15:10.685284+00:00
A1_T3-MCP-4_moderate_r1,mcp,A1,T3-MCP-4,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,19892,93,19985,4973.241899999266,1,1,1.0,1.0,True,1.0,54,4,2026-03-20T20:15:23.044966+00:00
A1_T3-MCP-4_maximal_r1,mcp,A1,T3-MCP-4,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24551,102,24653,4865.637900002184,1,1,1.0,1.0,True,1.0,54,4,2026-03-20T20:15:39.720957+00:00
A3_T3-MCP-4_minimal_r1,multi_agent_mcp,A3,T3-MCP-4,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17724,201,17925,8201.844600000186,2,2,1.0,1.0,True,1.0,54,10,2026-03-20T20:16:52.185828+00:00
A3_T3-MCP-4_moderate_r1,multi_agent_mcp,A3,T3-MCP-4,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18061,218,18279,8311.535400000139,2,2,1.0,1.0,True,1.0,54,10,2026-03-20T20:17:08.491488+00:00
A3_T3-MCP-4_maximal_r1,multi_agent_mcp,A3,T3-MCP-4,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18504,217,18721,8334.719000002224,2,2,1.0,1.0,True,1.0,54,10,2026-03-20T20:17:29.565596+00:00
A1_T3-MCP-5_minimal_r1,mcp,A1,T3-MCP-5,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,16690,139,16829,5416.632699998445,1,1,1.0,1.0,True,1.0,65,4,2026-03-20T20:19:02.722939+00:00
A1_T3-MCP-5_moderate_r1,mcp,A1,T3-MCP-5,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,19948,139,20087,6101.838399998087,1,1,1.0,1.0,True,1.0,65,4,2026-03-20T20:19:16.338243+00:00
A1_T3-MCP-5_maximal_r1,mcp,A1,T3-MCP-5,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24598,139,24737,10955.347299997811,1,1,1.0,1.0,True,1.0,65,4,2026-03-20T20:19:39.271407+00:00
A3_T3-MCP-5_minimal_r1,multi_agent_mcp,A3,T3-MCP-5,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17822,269,18091,8673.585699998512,2,2,1.0,1.0,True,1.0,65,10,2026-03-20T20:20:46.879229+00:00
A3_T3-MCP-5_moderate_r1,multi_agent_mcp,A3,T3-MCP-5,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18145,272,18417,10477.535300000454,2,2,1.0,1.0,True,1.0,65,10,2026-03-20T20:21:05.200303+00:00
A3_T3-MCP-5_maximal_r1,multi_agent_mcp,A3,T3-MCP-5,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18607,306,18913,8782.07029999976,2,2,1.0,1.0,True,1.0,91,10,2026-03-20T20:21:26.913312+00:00
A1_T3-MCP-6_minimal_r1,mcp,A1,T3-MCP-6,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,16644,113,16757,4702.809700000216,1,1,1.0,1.0,True,1.0,80,4,2026-03-20T20:22:56.718306+00:00
A1_T3-MCP-6_moderate_r1,mcp,A1,T3-MCP-6,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,19907,118,20025,18041.413699997065,1,1,1.0,1.0,True,1.0,80,4,2026-03-20T20:23:22.408026+00:00
A1_T3-MCP-6_maximal_r1,mcp,A1,T3-MCP-6,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24559,120,24679,5151.395799999591,1,1,1.0,1.0,True,1.0,80,4,2026-03-20T20:23:40.548491+00:00
A3_T3-MCP-6_minimal_r1,multi_agent_mcp,A3,T3-MCP-6,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17754,245,17999,8156.775699997524,2,2,1.0,1.0,True,1.0,80,10,2026-03-20T20:24:49.981079+00:00
A3_T3-MCP-6_moderate_r1,multi_agent_mcp,A3,T3-MCP-6,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18094,263,18357,8852.409700000862,2,2,1.0,1.0,True,1.0,80,10,2026-03-20T20:25:06.782093+00:00
A3_T3-MCP-6_maximal_r1,multi_agent_mcp,A3,T3-MCP-6,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18531,286,18817,9016.770199999884,2,2,1.0,1.0,True,1.0,224,10,2026-03-20T20:25:28.790667+00:00
A1_T3-MCP-7_minimal_r1,mcp,A1,T3-MCP-7,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,25166,217,25383,7430.76320000182,2,2,1.0,1.0,True,1.0,137,7,2026-03-20T20:26:54.767407+00:00
A1_T3-MCP-7_moderate_r1,mcp,A1,T3-MCP-7,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,30039,222,30261,7618.204700000206,2,2,1.0,1.0,True,1.0,167,7,2026-03-20T20:27:09.849297+00:00
A1_T3-MCP-7_maximal_r1,mcp,A1,T3-MCP-7,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,37014,223,37237,9046.098799997708,2,2,1.0,1.0,True,1.0,169,7,2026-03-20T20:27:30.356044+00:00
A3_T3-MCP-7_minimal_r1,multi_agent_mcp,A3,T3-MCP-7,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26282,384,26666,11618.262300002243,3,3,1.0,1.0,True,1.0,244,13,2026-03-20T20:28:55.372096+00:00
A3_T3-MCP-7_moderate_r1,multi_agent_mcp,A3,T3-MCP-7,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26610,378,26988,10949.007499999425,3,3,1.0,1.0,True,1.0,194,13,2026-03-20T20:29:13.796296+00:00
A3_T3-MCP-7_maximal_r1,multi_agent_mcp,A3,T3-MCP-7,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27033,360,27393,11767.150600000605,3,3,1.0,1.0,True,1.0,184,13,2026-03-20T20:29:37.699930+00:00
A1_T3-MCP-8_minimal_r1,mcp,A1,T3-MCP-8,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,25153,236,25389,7952.885599999718,2,2,1.0,1.0,True,1.0,243,7,2026-03-20T20:31:25.720001+00:00
A1_T3-MCP-8_moderate_r1,mcp,A1,T3-MCP-8,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,30030,261,30291,8612.80110000007,2,2,1.0,1.0,True,1.0,318,7,2026-03-20T20:31:41.510357+00:00
A1_T3-MCP-8_maximal_r1,mcp,A1,T3-MCP-8,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,37001,253,37254,9241.331299999729,2,2,1.0,1.0,True,1.0,311,7,2026-03-20T20:32:03.469163+00:00
A3_T3-MCP-8_minimal_r1,multi_agent_mcp,A3,T3-MCP-8,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26316,459,26775,13308.141199999229,3,3,1.0,1.0,True,1.0,419,13,2026-03-20T20:33:37.582290+00:00
A3_T3-MCP-8_moderate_r1,multi_agent_mcp,A3,T3-MCP-8,T3,devtoolkit,MCP,moderate,devtoolkit;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26619,428,27047,13250.859599997057,3,3,1.0,1.0,True,1.0,351,13,2026-03-20T20:33:59.326505+00:00
A3_T3-MCP-8_maximal_r1,multi_agent_mcp,A3,T3-MCP-8,T3,devtoolkit,MCP,maximal,devtoolkit;alphavantage;cocktails;morse;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27062,418,27480,12558.421900001122,3,3,1.0,1.0,True,1.0,327,13,2026-03-20T20:34:25.122428+00:00
A1_T1-MCP-1_minimal_r1,mcp,A1,T1-MCP-1,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,1345,152,1497,3621.82010000106,1,1,1.0,1.0,True,1.0,133,4,2026-03-20T20:36:12.319202+00:00
A1_T1-MCP-1_moderate_r1,mcp,A1,T1-MCP-1,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,4603,193,4796,4909.074299997883,1,1,1.0,1.0,True,1.0,286,4,2026-03-20T20:36:24.862776+00:00
A1_T1-MCP-1_maximal_r1,mcp,A1,T1-MCP-1,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24557,156,24713,6172.693100001197,1,1,1.0,1.0,True,1.0,134,4,2026-03-20T20:36:43.092710+00:00
A3_T1-MCP-1_minimal_r1,multi_agent_mcp,A3,T1-MCP-1,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2442,300,2742,7416.219400001864,2,2,1.0,1.0,True,1.0,146,10,2026-03-20T20:37:55.092525+00:00
A3_T1-MCP-1_moderate_r1,multi_agent_mcp,A3,T1-MCP-1,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2766,304,3070,7372.986700000183,2,2,1.0,1.0,True,1.0,147,10,2026-03-20T20:38:09.696504+00:00
A3_T1-MCP-1_maximal_r1,multi_agent_mcp,A3,T1-MCP-1,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3224,300,3524,6849.932600001921,2,2,1.0,1.0,True,1.0,147,10,2026-03-20T20:38:29.169632+00:00
A1_T1-MCP-2_minimal_r1,mcp,A1,T1-MCP-2,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,1351,191,1542,4230.279600000358,1,1,1.0,1.0,True,1.0,352,4,2026-03-20T20:39:52.239747+00:00
A1_T1-MCP-2_moderate_r1,mcp,A1,T1-MCP-2,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,4609,196,4805,4619.852100000571,1,1,1.0,1.0,True,1.0,376,4,2026-03-20T20:40:04.613075+00:00
A1_T1-MCP-2_maximal_r1,mcp,A1,T1-MCP-2,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24556,188,24744,6334.049500001129,1,1,1.0,1.0,True,1.0,347,4,2026-03-20T20:40:22.642856+00:00
A3_T1-MCP-2_minimal_r1,multi_agent_mcp,A3,T1-MCP-2,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2483,366,2849,7887.018999997963,2,2,1.0,1.0,True,1.0,350,10,2026-03-20T20:41:32.922277+00:00
A3_T1-MCP-2_moderate_r1,multi_agent_mcp,A3,T1-MCP-2,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2798,362,3160,7818.717699999979,2,2,1.0,1.0,True,1.0,349,10,2026-03-20T20:41:48.400507+00:00
A3_T1-MCP-2_maximal_r1,multi_agent_mcp,A3,T1-MCP-2,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3220,306,3526,7829.525699999067,2,2,1.0,1.0,True,1.0,295,10,2026-03-20T20:42:08.732469+00:00
A1_T1-MCP-3_minimal_r1,mcp,A1,T1-MCP-3,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,1367,209,1576,4235.252099999343,1,1,1.0,1.0,True,1.0,211,4,2026-03-20T20:43:37.058325+00:00
A1_T1-MCP-3_moderate_r1,mcp,A1,T1-MCP-3,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,4625,209,4834,6048.674599998776,1,1,1.0,1.0,True,1.0,211,4,2026-03-20T20:43:50.475514+00:00
A1_T1-MCP-3_maximal_r1,mcp,A1,T1-MCP-3,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24575,179,24754,6110.26949999723,1,1,1.0,1.0,True,1.0,255,4,2026-03-20T20:44:08.990355+00:00
A3_T1-MCP-3_minimal_r1,multi_agent_mcp,A3,T1-MCP-3,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2543,459,3002,8896.069600003102,2,2,1.0,1.0,True,1.0,354,10,2026-03-20T20:45:21.162271+00:00
A3_T1-MCP-3_moderate_r1,multi_agent_mcp,A3,T1-MCP-3,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2874,484,3358,9663.281199998892,2,2,1.0,1.0,True,1.0,398,10,2026-03-20T20:45:38.355018+00:00
A3_T1-MCP-3_maximal_r1,multi_agent_mcp,A3,T1-MCP-3,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3341,473,3814,9715.045299999474,2,2,1.0,1.0,True,1.0,326,10,2026-03-20T20:46:00.411875+00:00
A1_T1-MCP-4_minimal_r1,mcp,A1,T1-MCP-4,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,1361,179,1540,3705.105099998036,1,1,1.0,1.0,True,1.0,230,4,2026-03-20T20:47:30.441149+00:00
A1_T1-MCP-4_moderate_r1,mcp,A1,T1-MCP-4,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,4605,176,4781,4158.264699999563,1,1,1.0,1.0,True,1.0,261,4,2026-03-20T20:47:41.940164+00:00
A1_T1-MCP-4_maximal_r1,mcp,A1,T1-MCP-4,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24555,150,24705,5815.185100000235,1,1,1.0,1.0,True,1.0,159,4,2026-03-20T20:47:59.213170+00:00
A3_T1-MCP-4_minimal_r1,multi_agent_mcp,A3,T1-MCP-4,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2472,338,2810,7465.044699998543,2,2,1.0,1.0,True,1.0,245,10,2026-03-20T20:49:10.683985+00:00
A3_T1-MCP-4_moderate_r1,multi_agent_mcp,A3,T1-MCP-4,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2791,333,3124,8741.417299999739,2,2,1.0,1.0,True,1.0,241,10,2026-03-20T20:49:27.211820+00:00
A3_T1-MCP-4_maximal_r1,multi_agent_mcp,A3,T1-MCP-4,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3258,344,3602,8571.47829999667,2,2,1.0,1.0,True,1.0,261,10,2026-03-20T20:49:48.087698+00:00
A1_T1-MCP-5_minimal_r1,mcp,A1,T1-MCP-5,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,1452,201,1653,4264.51200000156,1,1,1.0,1.0,True,1.0,292,4,2026-03-20T20:51:13.218594+00:00
A1_T1-MCP-5_moderate_r1,mcp,A1,T1-MCP-5,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,4711,198,4909,4691.839699997217,1,1,1.0,1.0,True,1.0,289,4,2026-03-20T20:51:25.242817+00:00
A1_T1-MCP-5_maximal_r1,mcp,A1,T1-MCP-5,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24661,199,24860,7309.150199998839,1,1,1.0,1.0,True,1.0,291,4,2026-03-20T20:51:44.440113+00:00
A3_T1-MCP-5_minimal_r1,multi_agent_mcp,A3,T1-MCP-5,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2655,385,3040,8038.456499998574,2,2,1.0,1.0,True,1.0,308,10,2026-03-20T20:52:59.714227+00:00
A3_T1-MCP-5_moderate_r1,multi_agent_mcp,A3,T1-MCP-5,T1,morse,MCP,moderate,morse;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,2979,390,3369,8688.845500000753,2,2,1.0,1.0,True,1.0,299,10,2026-03-20T20:53:15.785972+00:00
A3_T1-MCP-5_maximal_r1,multi_agent_mcp,A3,T1-MCP-5,T1,morse,MCP,maximal,morse;alphavantage;cocktails;devtoolkit;nasa;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3437,382,3819,7798.169900001085,2,2,1.0,1.0,True,1.0,275,10,2026-03-20T20:53:35.926181+00:00
A1_T1-MCP-1_minimal_r1,mcp,A1,T1-MCP-1,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,80453,486,80939,14065.845900000568,1,1,1.0,1.0,True,1.0,1693,4,2026-03-20T20:55:24.383603+00:00
A1_T1-MCP-1_moderate_r1,mcp,A1,T1-MCP-1,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,83711,570,84281,15740.511399999375,1,1,1.0,1.0,True,1.0,1881,4,2026-03-20T20:55:47.805132+00:00
A1_T1-MCP-1_maximal_r1,mcp,A1,T1-MCP-1,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,101931,477,102408,15170.49070000212,1,1,1.0,1.0,True,1.0,1576,4,2026-03-20T20:56:14.953523+00:00
A3_T1-MCP-1_minimal_r1,multi_agent_mcp,A3,T1-MCP-1,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,566830,1920,568750,68518.26780000192,5,5,1.0,1.0,True,1.0,1587,19,2026-03-20T21:01:15.180694+00:00
A3_T1-MCP-1_moderate_r1,multi_agent_mcp,A3,T1-MCP-1,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,412162,1319,413481,55756.67959999919,4,4,1.0,1.0,True,0.95,1249,16,2026-03-20T21:02:19.500695+00:00
A3_T1-MCP-1_maximal_r1,multi_agent_mcp,A3,T1-MCP-1,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,82545,641,83186,18152.621299999737,2,2,1.0,1.0,True,0.95,872,10,2026-03-20T21:19:42.246831+00:00
A1_T1-MCP-2_minimal_r1,mcp,A1,T1-MCP-2,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,123104,573,123677,18634.38209999731,1,1,1.0,1.0,True,1.0,1795,4,2026-03-20T21:25:20.485118+00:00
A1_T1-MCP-2_moderate_r1,mcp,A1,T1-MCP-2,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,126354,853,127207,22659.99539999757,1,1,1.0,1.0,True,1.0,2750,4,2026-03-20T21:25:51.199106+00:00
A1_T1-MCP-2_maximal_r1,mcp,A1,T1-MCP-2,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,144584,638,145222,20971.009900000357,1,1,1.0,1.0,True,1.0,2075,4,2026-03-20T21:26:25.148308+00:00
A3_T1-MCP-2_minimal_r1,multi_agent_mcp,A3,T1-MCP-2,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,124595,931,125526,24859.972800000836,2,2,1.0,1.0,True,1.0,1217,10,2026-03-20T21:29:40.949231+00:00
A3_T1-MCP-2_moderate_r1,multi_agent_mcp,A3,T1-MCP-2,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,125211,1548,126759,34017.00920000076,2,2,1.0,1.0,True,1.0,2116,10,2026-03-20T21:30:23.941508+00:00
A3_T1-MCP-2_maximal_r1,multi_agent_mcp,A3,T1-MCP-2,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,125551,1324,126875,28168.733400001656,2,2,1.0,1.0,True,1.0,1989,10,2026-03-20T21:31:05.523877+00:00
A1_T1-MCP-3_minimal_r1,mcp,A1,T1-MCP-3,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,16095,649,16744,14746.772700000292,1,1,1.0,1.0,True,1.0,2016,4,2026-03-20T21:33:59.963313+00:00
A1_T1-MCP-3_moderate_r1,mcp,A1,T1-MCP-3,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,19349,444,19793,18263.080299999277,1,1,1.0,1.0,True,1.0,1483,4,2026-03-20T21:34:26.135448+00:00
A1_T1-MCP-3_maximal_r1,mcp,A1,T1-MCP-3,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,37569,612,38181,15412.002500001108,1,1,1.0,1.0,True,1.0,1980,4,2026-03-20T21:34:53.888158+00:00
A3_T1-MCP-3_minimal_r1,multi_agent_mcp,A3,T1-MCP-3,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17456,814,18270,17119.75959999836,2,2,1.0,1.0,True,1.0,1186,10,2026-03-20T21:38:50.897427+00:00
A3_T1-MCP-3_moderate_r1,multi_agent_mcp,A3,T1-MCP-3,T1,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17830,854,18684,17720.220200000767,2,2,1.0,1.0,True,1.0,1182,10,2026-03-20T21:39:16.712766+00:00
A3_T1-MCP-3_maximal_r1,multi_agent_mcp,A3,T1-MCP-3,T1,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18347,874,19221,18765.43739999761,2,2,1.0,1.0,True,1.0,964,10,2026-03-20T21:39:49.117281+00:00
A1_T2-MCP-4_minimal_r1,mcp,A1,T2-MCP-4,T2,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,148475,402,148877,17262.34950000071,2,2,1.0,1.0,True,1.0,698,7,2026-03-20T21:42:20.596947+00:00
A1_T2-MCP-4_moderate_r1,mcp,A1,T2-MCP-4,T2,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,153369,527,153896,18705.24579999983,2,2,1.0,1.0,True,1.0,1023,7,2026-03-20T21:42:48.057329+00:00
